lat,long
32.069338,34.77018
32.068472,34.769944
32.069502,34.770191
32.069522,34.7704
32.069327,34.770397
32.069322,34.770177
32.069397,34.770252
32.068969,34.770144
32.069255,34.769755
32.055186,34.759819
32.055347,34.760427
32.034855,34.760742
32.033109,34.765548
32.037184,34.763488
32.055597,34.759852
32.054883,34.759922
32.03602,34.764175
32.035437,34.764175
32.069813,34.770608
32.045101,34.76971
31.389299,35.36124
31.389299,35.36124
32.173661,34.904194
32.173533,34.904022
32.173572,34.904161
32.034855,34.765548
32.03602,34.762115
32.03602,34.761428
32.032527,34.768981
32.084388,34.812969
32.034855,34.770355
32.032527,34.764862
32.035437,34.765548
32.033691,34.762115
32.033691,34.764862
32.033691,34.755249
32.031945,34.764175
32.034273,34.762115
32.032527,34.766235
32.03602,34.760742
32.035437,34.762802
32.035437,34.764175
32.035437,34.762802
32.035437,34.760055
32.045101,34.76971
31.389299,35.36124
32.074277,34.768197
32.072097,34.76903
32.073191,34.768372
32.045101,34.76971
32.07378,34.768247
32.070813,34.769955
32.071905,34.769163
32.077111,34.768788
32.074638,34.768077
32.075552,34.767938
32.072,34.769086
31.389299,35.36124
32.058718,34.762115
32.058718,34.762115
32.058718,34.762115
32.058718,34.762115
32.058718,34.762115
32.09343,34.771486
32.10215,34.775363
32.102177,34.775444
32.035437,34.768295
32.035437,34.761428
32.094152,34.771725
32.09948,34.77375
32.099127,34.773627
32.089411,34.769894
32.08983,34.769802
32.068174,34.769668
32.066865,34.774131
32.06701,34.767608
32.068174,34.768638
32.067883,34.768981
32.067155,34.768295
32.067592,34.770698
32.06861,34.768981
32.184765,34.905624
32.187526,34.906311
32.183167,34.90837
31.775023,35.220451
32.183312,34.907684
32.18462,34.90837
31.788519,35.202883
31.788519,35.202883
31.778234,35.216331
31.777488,35.229872
31.782844,35.231572
31.776674,35.228758
31.777796,35.217704
31.775899,35.218391
31.776474,35.228663
31.775683,35.226972
31.777504,35.214958
31.777597,35.229997
31.781063,35.228619
31.777796,35.215301
31.777066,35.218391
31.776191,35.217361
31.776628,35.213241
31.776894,35.230119
31.775694,35.22778
31.775607,35.218391
31.776628,35.219421
31.776191,35.217361
31.775461,35.215988
31.77765,35.217018
31.775738,35.227961
31.773599,35.224998
31.775716,35.227919
31.776216,35.228244
31.776361,35.228636
32.190722,34.908027
32.186799,34.903907
32.184911,34.907341
32.184475,34.907341
32.187816,34.903564
32.06541,34.770698
32.061482,34.769325
32.186654,34.902191
32.186799,34.901504
32.18215,34.908027
32.185201,34.908027
32.066719,34.772071
32.066283,34.772071
32.068028,34.769668
32.065555,34.769325
32.066283,34.768981
32.067301,34.766578
32.065701,34.771041
32.06701,34.769325
32.066283,34.769325
32.065701,34.769668
32.067592,34.768638
32.065846,34.770355
32.066574,34.770698
32.184911,34.90837
32.184184,34.909057
32.182586,34.910087
32.182441,34.907341
32.185201,34.907341
32.18215,34.9094
32.185201,34.906311
32.063266,34.768222
32.063422,34.768063
32.063325,34.768419
32.069352,34.770658
32.064508,34.769238
32.066227,34.768294
32.0685,34.767511
32.063552,34.768258
32.069347,34.766797
32.06948,34.769047
32.064919,34.769469
32.06338,34.768833
32.184039,34.904251
32.183167,34.904937
32.186654,34.906997
32.063588,34.770786
32.065338,34.769477
32.063491,34.770077
32.063413,34.768638
32.069483,34.775848
32.066865,34.771041
32.069875,34.770025
32.064563,34.770069
32.069216,34.770747
32.064537,34.775161
32.063494,34.76958
32.066555,34.767936
32.066552,34.770208
32.068247,34.767322
32.068261,34.7709
32.064552,34.76923
32.063472,34.768725
32.064246,34.776535
32.066363,34.770077
32.063538,34.770136
32.064005,34.77213
32.069286,34.767777
32.063622,34.768375
32.182877,34.905624
32.183748,34.913177
32.187526,34.898071
32.185492,34.903564
32.17968,34.905624
32.188688,34.91043
32.187816,34.911804
32.072392,34.771041
32.066283,34.774475
32.059009,34.771041
32.190141,34.902877
32.182295,34.902191
32.0625,34.774475
32.06861,34.773101
32.176774,34.821853
32.17474,34.807434
32.177356,34.829406
32.17968,34.832839
32.071229,34.775161
32.07181,34.771728
32.070356,34.768295
32.067446,34.775848
32.070647,34.771728
32.070938,34.776535
32.070356,34.774475
32.069483,34.776535
32.068028,34.773788
32.068319,34.771728
32.040094,34.761428
32.06861,34.776535
32.07152,34.771728
32.045101,34.76971
32.045101,34.76971
32.066574,34.778594
32.073265,34.773788
32.072392,34.773788
32.072974,34.773788
32.072683,34.771728
32.075301,34.773788
32.073265,34.773101
32.070065,34.772415
32.066865,34.772415
32.067737,34.772415
32.070938,34.768981
32.066865,34.771041
32.067737,34.774475
16.616424,120.319374
43.087444,-87.91706
43.038783,-87.917747
43.041809,-87.906837
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.187026,-106.40381
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
23.18675,-106.403896
47.499666,-111.313
23.563987,-74.882812
25.005972,-77.321777
26.115985,-79.804687
25.681137,-80.178222
10.141931,-60.820312
10.358151,-61.00708
34.661579,135.419845
-43.804748,172.967453
53.27383,-9.048439
41.385719,2.170049
20.212419,-87.463562
36.841739,-76.050827
53.343761,-6.249529
14.8,120.8833
1.335147,103.670468
23.615169,58.591171
22.828559,59.256771
52.961461,-3.938684
38.95774,35.431701
38.600236,34.670104
53.40977,-2.97848
52.969732,-3.164062
12.008959,38.909961
7.8512,80.654197
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
8.3147,80.414703
7.294363,79.977722
7.302536,79.963989
7.209199,79.833999
7.209199,79.833999
7.209199,79.833999
7.209199,79.833999
-18.777179,46.85432
-18.777179,46.85432
-25.03232,46.990028
53.400341,-2.991709
53.187316,-2.90966
53.189579,-2.891464
53.187007,-2.90863
53.186287,-2.910003
53.188653,-2.906913
51.604549,-2.20966
51.604549,-2.20966
51.604549,-2.20966
51.902431,-1.644359
51.902431,-1.644359
51.729367,-1.816864
51.72841,-1.818923
51.886859,-1.76142
51.827397,-1.741333
43.089118,1.87589
43.605739,1.44869
43.605739,1.44869
43.605739,1.44869
-7.897409,38.621559
10.3,-84.816703
-22.758329,45.11766
-22.558259,45.412658
9.304639,42.132648
12.008959,38.909961
13.15814,37.900299
11.55642,37.368698
-7.777009,35.692161
53.380973,-3.110504
52.992988,-2.6091
53.184976,-2.900218
53.186274,-2.899231
53.18657,-2.899017
53.188293,-2.888717
53.18828,-2.88876
53.470779,-2.295449
53.471288,-2.295241
53.472179,-2.297612
-50.316459,-72.162322
-50.316459,-72.162322
-51.100109,-72.578491
-50.316459,-72.162322
-50.316459,-72.162322
-49.530899,-72.508911
-25.60246,-54.57201
53.186326,-2.892494
53.186287,-2.892365
-49.530899,-72.508911
45.438251,12.31849
1.28246,103.864746
19.438994,-99.203281
22.119039,-101.032376
21.013768,-101.257853
19.424809,-99.184269
32.511788,-117.012634
32.880812,-117.236309
39.95227,-75.162368
20.6667,-88.566703
19.046865,-98.205757
39.890575,116.392335
32.533065,-117.124214
19.430698,-99.190471
1.294817,103.77634
1.281366,103.864595
19.434178,-99.170536
14.354204,100.57537
26.987253,75.850768
26.988228,75.85536
26.987253,75.850768
26.987253,75.850768
26.990083,75.85257
26.99536,75.846905
28.658922,77.225153
28.657491,77.236568
28.65702,77.236461
28.65638,77.233822
28.655015,77.234723
28.654478,77.230442
18.792509,98.997436
28.654346,77.229251
28.655015,77.234723
28.657491,77.236568
28.653179,77.231826
28.656493,77.232298
28.652087,77.2332
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
28.659835,77.225872
12.557726,99.960533
12.59426,99.949074
12.59426,99.949074
12.59426,99.949074
12.59426,99.949074
28.593509,77.250784
28.593509,77.250784
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
18.664431,98.911178
26.992989,75.853557
26.992989,75.853557
26.99536,75.846905
26.99536,75.846905
13.749619,100.559685
13.749619,100.559685
13.749619,100.559685
13.736967,100.562024
13.736967,100.562024
13.736967,100.562024
13.736967,100.562024
13.736967,100.562024
13.736967,100.562024
13.739374,100.539622
13.736967,100.562024
13.739166,100.5396
13.737092,100.562024
28.656385,77.240195
26.929607,75.7956
26.929607,75.7956
26.929607,75.7956
26.929607,75.7956
26.929607,75.7956
26.916253,75.760688
26.916253,75.760688
26.916253,75.760688
26.916253,75.760688
26.916253,75.760688
26.916253,75.760688
26.916253,75.760688
28.593509,77.250784
28.593509,77.250784
28.593509,77.250784
28.593509,77.250784
28.593509,77.250784
28.593509,77.250784
26.992989,75.853557
13.726732,100.530878
13.727399,100.537583
11.974508,121.919231
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
10.703623,122.567253
11.710233,122.36658
11.710233,122.36658
11.710233,122.36658
11.710233,122.36658
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
13.738697,100.512757
11.710233,122.36658
11.710233,122.36658
11.710233,122.36658
11.710233,122.36658
11.710233,122.36658
17.639114,121.7171
13.429903,103.897919
13.429903,103.897919
13.429903,103.897919
13.464547,103.912553
13.464547,103.912553
11.974508,121.919231
11.974508,121.919231
12.37597,99.994897
11.974508,121.919231
11.974508,121.919231
20.899999,107.199996
5.966265,116.044034
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
10.676971,122.95289
13.464547,103.912553
13.464547,103.912553
13.464547,103.912553
13.464547,103.912553
13.464547,103.912553
13.447153,103.860518
13.446015,103.858834
13.447726,103.858673
13.739171,100.512773
13.739635,100.512462
13.738238,100.512859
10.779348,106.692095
10.779348,106.692095
13.443991,103.857364
13.423809,103.856291
13.754204,100.506738
15.767475,108.116798
15.767475,108.116798
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
15.877964,108.336524
14.62098,121.053028
14.62098,121.053028
14.62098,121.053028
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
15.876013,108.336782
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.423809,103.856291
13.177442,123.692493
17.624845,121.794004
16.921144,121.054658
13.423809,103.856291
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.82668,100.063529
13.7903,100.544579
13.728546,100.566787
13.728546,100.566787
13.728546,100.566787
13.733361,100.56388
13.759368,100.496406
13.737029,100.560264
13.728087,100.53305
13.738322,100.555779
13.727837,100.532165
13.759368,100.496406
13.759368,100.496406
13.751807,100.508809
13.739218,100.555897
13.736133,100.561712
13.733361,100.56388
13.724773,100.60496
13.724773,100.60496
13.736133,100.561712
13.728921,100.534418
13.726732,100.530878
13.726732,100.530878
13.759368,100.496406
13.759368,100.496406
13.759368,100.496406
13.759368,100.496406
13.759368,100.496406
13.677012,100.594768
13.677012,100.594768
1.327167,103.806381
13.677012,100.594768
13.677012,100.594768
13.677012,100.594768
13.677012,100.594768
13.677012,100.594768
13.733392,100.563708
13.726732,100.530878
13.726732,100.530878
13.726732,100.530878
13.729173,100.535582
13.729173,100.535582
13.728272,100.533699
13.726732,100.530878
13.726732,100.530878
13.729398,100.53643
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
13.7903,100.544579
14.630562,121.034295
14.630562,121.034295
13.412037,103.866999
22.322447,103.856935
13.756413,100.501985
13.756413,100.501985
21.030774,105.852692
10.772118,106.698027
22.322447,103.856935
20.819024,107.189483
18.664431,98.911178
13.756413,100.501985
13.756413,100.501985
13.756413,100.501985
13.746034,100.539708
13.74558,100.538667
13.74558,100.538667
13.726732,100.530878
13.756413,100.501985
13.756413,100.501985
13.756413,100.501985
13.756413,100.501985
13.738697,100.512757
13.74558,100.538667
13.74532,100.539461
13.738697,100.512757
13.738697,100.512757
13.744366,100.540593
13.744366,100.540593
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
10.702357,122.562789
12.305873,99.964256
13.177442,123.692493
13.446683,103.919806
13.465277,103.894743
13.463399,103.894658
13.463399,103.894658
13.729173,100.535582
14.630562,121.034295
14.631164,121.034574
14.630562,121.034295
14.630562,121.034295
14.630562,121.034295
14.630562,121.034295
14.630562,121.034295
14.630562,121.034295
14.631164,121.034574
14.631164,121.034574
14.629866,121.034209
14.608148,121.03878
13.738473,100.512435
13.738473,100.512435
13.738238,100.512859
18.787497,99.002367
18.788764,99.00277
18.788764,99.00277
18.788764,99.00277
18.789556,99.002255
18.787954,98.994192
18.788764,99.00277
18.788764,99.00277
18.788764,99.00277
13.7903,100.544579
12.37597,99.994897
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
10.676802,122.950487
13.739635,100.512462
13.739635,100.512462
13.739635,100.512462
13.739635,100.512462
13.739635,100.512462
13.739171,100.512773
13.738238,100.512859
13.738238,100.512859
13.738238,100.512859
13.738238,100.512859
13.74447,100.564652
13.764021,100.562045
13.764021,100.562045
13.764021,100.562045
13.764021,100.562045
13.764021,100.562045
12.37597,99.994897
13.745885,100.535303
13.745885,100.535303
13.764417,100.495269
13.727399,100.537583
14.583998,121.114397
13.727399,100.537583
13.435058,103.920428
13.423809,103.856291
21.030774,105.852692
21.0359,105.850932
13.743728,100.499002
13.742657,100.498686
13.741719,100.498074
13.741719,100.498074
13.75164,100.498477
13.751411,100.497425
13.742657,100.498686
13.742657,100.498686
13.741531,100.499104
13.741719,100.498074
13.741719,100.498074
13.741531,100.499104
13.741531,100.499104
13.741531,100.499104
11.239189,124.99942
11.239189,124.99942
11.239189,124.99942
11.239189,124.99942
11.239189,124.99942
13.429903,103.897919
10.900918,110.390625
11.239189,124.99942
11.241799,125.000793
11.241799,125.000793
11.244408,124.999437
13.728043,100.53312
13.728712,100.535045
13.744366,100.540593
13.744825,100.540244
13.744366,100.540593
13.764479,100.538957
13.745937,100.532605
13.744731,100.540673
13.744731,100.540673
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
14.113269,121.563034
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.759064,100.497018
13.728043,100.53312
13.728858,100.534869
13.759506,100.498466
13.759368,100.496406
13.759368,100.496406
13.744731,100.540673
13.744822,100.539987
13.744731,100.540673
13.745294,100.539901
13.745294,100.539901
13.744825,100.540244
13.745294,100.539901
13.744778,100.539836
13.744934,100.540405
13.744731,100.540673
13.744757,100.54048
13.745627,100.539772
13.745591,100.540362
13.745184,100.538055
13.759368,100.496406
13.759368,100.496406
13.744825,100.540244
6.029987,116.118793
5.942192,116.034851
13.758535,100.498273
13.728004,100.5326
13.727644,100.53164
13.728858,100.534869
13.759368,100.496406
13.758535,100.498273
-19.808054,134.648437
34.741612,-88.945312
52.089632,4.318313
0.527336,-131.835937
-0.505364,-91.16455
-11.523087,-75.585937
63.860035,-155.039062
-33.937663,18.463897
-14.604847,28.388671
30.064934,31.238937
22.22809,31.376953
29.783449,33.398437
52.749593,104.238281
45.434422,12.346476
-3.716509,-38.511264
-3.715696,-38.511199
-3.718372,-38.517014
-3.220076,-39.276251
-4.15271,-38.979492
-3.886829,-38.734703
45.435931,12.338118
-3.718651,-38.51665
-3.865678,-38.391981
-3.82879,-38.410027
43.772697,11.256051
-4.267851,-38.933401
-3.593689,-38.779935
-3.593689,-38.779935
-3.593689,-38.779935
-3.593689,-38.779935
-3.593689,-38.779935
-3.742857,-38.496479
39.964753,20.698585
-19.314707,23.275566
41.200937,23.088541
-19.168518,15.597839
-24.541111,15.331163
37.307819,26.545758
30.67,104.071022
39.906009,116.387908
31.247709,121.472618
31.247709,121.472618
31.247709,121.472618
36.087509,120.34272
